id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,country,emoji_count
1590844595885441031,1590844595885441031,2022-11-11 07:11:22 PST,2022-11-11,07:11:22,800,51958539,dizuhobb,мыслитель,,climate change sdg,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/dizuhobb/status/1590844595885441031,False,https://twitter.com/DrEliDavid/status/1590804744326754304,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590738056839299072,1590738056839299072,2022-11-11 00:08:01 PST,2022-11-11,00:08:01,800,984126816,arrow_women,ARROW,, come say hi to the arrow team at exhibition booth at cop and learn more about the intersections of srhr and climatechange we had a great time meeting some of you today https t co dmyc gammo,en,[],[],"['https://pbs.twimg.com/media/FhNv01xVIAAnwZ8.jpg', 'https://pbs.twimg.com/media/FhNv01yUUAApmS_.jpg', 'https://pbs.twimg.com/media/FhNv01wVsAExhJJ.jpg', 'https://pbs.twimg.com/media/FhNv01xVUAMH-KS.jpg']",0,5,11,"('', 0)",[],https://twitter.com/ARROW_Women/status/1590738056839299072,False,,1,https://pbs.twimg.com/media/FhNv01xVIAAnwZ8.jpg,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590732173916921856,1590723993459458049,2022-11-10 23:44:39 PST,2022-11-10,23:44:39,800,1573057476974415873,dprinally,Denny Prinally,, unfccc khayhoe bernadettewoods waiting to come true new place for the feathure to the human plant animal https t co sltc ylaoz,en,[],[],['https://pbs.twimg.com/media/FhNqeg3aAAAR4kE.jpg'],0,0,0,"('', 0)",[],https://twitter.com/DPrinally/status/1590732173916921856,False,,1,https://pbs.twimg.com/media/FhNqeg3aAAAR4kE.jpg,,"3.1569,101.7123,100km",,,,,"[{'screen_name': 'UNFCCC', 'name': 'UN Climate Change', 'id': '17463923'}, {'screen_name': 'KHayhoe', 'name': 'Prof. Katharine Hayhoe', 'id': '34317032'}, {'screen_name': 'BernadetteWoods', 'name': 'Bernadette Woods Placky', 'id': '156375999'}]",,,,,Malaysia,0
1590730822868357123,1590730822868357123,2022-11-10 23:39:17 PST,2022-11-10,23:39:17,800,1231877059112243200,modi_juma,Mohamed Juma,,climate change remains a huge threat to human beings across eastern africa it is impacting the financial viability among farmers it has also resulted in conflict with herders who graze their animals on people s farms actioncountersterrorism nairobi england maguire leaked https t co qnkk o tr,en,[],[],"['https://pbs.twimg.com/media/FhNpPxPXEAAfltZ.jpg', 'https://pbs.twimg.com/media/FhNpQKhXkAAJP2M.jpg']",0,1,5,"('', 0)",[],https://twitter.com/modi_juma/status/1590730822868357123,False,,1,https://pbs.twimg.com/media/FhNpPxPXEAAfltZ.jpg,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590705259042590727,1590705259042590727,2022-11-10 21:57:42 PST,2022-11-10,21:57:42,800,1231877059112243200,modi_juma,Mohamed Juma,,climate change is a nightmare and a time bomb that need urgent interventions ledamalekina ctp kenya is having a twitter space tonight from pm on climate change fueling conflicts in eastern africa you are free to join abduhar actioncountersterrorism leaked osama otero,en,"[{'screen_name': 'ledamalekina', 'name': 'sen. ledama olekina', 'id': '2466645955'}, {'screen_name': 'ctp_kenya', 'name': 'counter terrorism policing ke', 'id': '1290634932184907776'}, {'screen_name': 'abduhar', 'name': 'hon. abdul haro (kore)- mp, mandera south', 'id': '153002925'}, {'screen_name': 'osama_otero', 'name': 'sir-rap-a-lot', 'id': '1216118282966786048'}]",[],[],0,0,2,"('', 0)",[],https://twitter.com/modi_juma/status/1590705259042590727,False,https://twitter.com/ledamalekina/status/1590634437683052545,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590685018665328640,1590685018665328640,2022-11-10 20:37:16 PST,2022-11-10,20:37:16,800,1231877059112243200,modi_juma,Mohamed Juma,,climate change is a new source of conflicts crime amp terrorism in e africa the current drought has led to conflict btw communities right now pple are nursing injuries in kitui after conflict arose btw camels herders amp farmers leaked south africa eala actioncountersterrorism https t co rlq k h m,en,[],[],"['https://pbs.twimg.com/media/FhM_juDWAAAszOl.jpg', 'https://pbs.twimg.com/media/FhM_kyCWIAENyjV.jpg', 'https://pbs.twimg.com/media/FhM_l8rXkAEgOQH.jpg']",2,12,23,"('', 0)",[],https://twitter.com/modi_juma/status/1590685018665328640,False,,1,https://pbs.twimg.com/media/FhM_juDWAAAszOl.jpg,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590650257968619523,1590622437733195776,2022-11-10 18:19:09 PST,2022-11-10,18:19:09,800,1147074752495751168,kuraphlau03,Lau Puo Herng,, raishussin drzahidhamidi call them especially the barisan nasional perikatan nasional are climate change deniers ,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/kuraphlau03/status/1590650257968619523,False,,0,,,"3.1569,101.7123,100km",,,,,"[{'screen_name': 'raishussin', 'name': 'Dr. Rais Hussin', 'id': '391598269'}, {'screen_name': 'DrZahidHamidi', 'name': 'Ahmad Zahid Hamidi', 'id': '115603899'}]",,,,,Malaysia,0
1590610169104588800,1590610169104588800,2022-11-10 15:39:51 PST,2022-11-10,15:39:51,800,1438339082162040833,k_nordin_,K Nordin,, malaysia needs both climate change mitigation and adaptation plans they are both equally important an adaptation plan without a mitigation plan is like pouring the water out of a flooded bathroom without closing the tap ,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/k_nordin_/status/1590610169104588800,False,https://twitter.com/GreenpeaceMY/status/1542764947784056832,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590603709888991232,1590603709888991232,2022-11-10 15:14:11 PST,2022-11-10,15:14:11,800,368933390,kakmidah,🇲🇾 Kak Midah aka KM,, climatechange quoteoftheday,en,[],[],[],0,0,0,"('', 0)",[],https://twitter.com/kakmidah/status/1590603709888991232,False,https://twitter.com/paulrtrotman/status/1590251033728802816,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590559257317216256,1590559257317216256,2022-11-10 12:17:32 PST,2022-11-10,12:17:32,800,1435795502772092929,sinardailymy,Sinar Daily,,the worlds population will reached eight billion in the middle of november a testament to scientific breakthroughs and improvements in nutrition public health and sanitation antonioguterres climatechange climatesolidaritypact unitednations https t co no ft ali,en,[],['https://www.sinardaily.my/article/183623/opinions/letters/eight-billion-people-one-humanity'],[],0,0,0,"('', 0)",[],https://twitter.com/sinardailymy/status/1590559257317216256,False,,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590487837878923266,1590487837878923266,2022-11-10 07:33:45 PST,2022-11-10,07:33:45,800,1009366530822266880,_ungkueizaaz,Ungku Eizaaz Razmeen,,my car tints are literally front amp rear dark the climate change in malaysia is mad it just gets hotter day by day,en,[],[],[],1,0,0,"('', 0)",[],https://twitter.com/_ungkueizaaz/status/1590487837878923266,False,,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590353596729917441,1590353596729917441,2022-11-09 22:40:19 PST,2022-11-09,22:40:19,800,61083422,thesundaily,theSun,,the world bank will continue to partner with vietnam particularly in climate change response he said https t co gb ad ry thesun thesundaily climatechange vietnam worldbank cop ,en,[],['https://www.thesundaily.my/home/vietnam-wants-world-bank-to-play-important-role-in-energy-transformation-BF10158977'],[],0,0,0,"('', 0)",[],https://twitter.com/theSundaily/status/1590353596729917441,False,,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
1590341673464524800,1590341673464524800,2022-11-09 21:52:56 PST,2022-11-09,21:52:56,800,1225380985706967040,yamunarajoo,"Yamuna Rajoo, PhD",,looks like they dont care about climate change disappointed ,en,[],[],[],0,0,1,"('', 0)",[],https://twitter.com/yamunarajoo/status/1590341673464524800,False,https://twitter.com/amerhadiazmi/status/1590341148996177920,0,,,"3.1569,101.7123,100km",,,,,[],,,,,Malaysia,0
